,property_id,date_obtained,price,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,property_size,flood_zone_type,cadastral_income,age,price_sq,property_type_HOUSE
43785,20134564,2024-09-30,450.0,145.0,Unknown,False,False,1.0,3.0,1.0,True,False,True,False,0.0,False,0.0,B,133.0,9000,51.0779068,3.7312642,1936.0,GOOD,125.0,Unknown,334.0,88.0,3.103448275862069,True
2319,20114655,2024-09-30,424.0,133.0,GAS,False,True,1.0,3.0,2.0,True,False,False,True,10.0,False,0.0,B,194.0,9000,51.0397502,3.7238503,1971.0,GOOD,,NON_FLOOD_ZONE,1039.0,53.0,3.18796992481203,False
43578,9893467,2024-09-30,95.0,68.0,ELECTRIC,False,True,1.0,1.0,1.0,True,False,True,False,0.0,False,0.0,C,201.0,9051,51.0235853,3.6949472,1995.0,Unknown,,Unknown,549.0,29.0,1.3970588235294117,False
31950,20106485,2024-09-30,325.0,105.0,Unknown,False,True,1.0,2.0,1.0,False,False,False,True,0.0,False,0.0,B,167.0,9000,51.0186961,3.7660769,1976.0,AS_NEW,,NON_FLOOD_ZONE,806.0,48.0,3.0952380952380953,False
43411,20117518,2024-09-30,445.0,160.0,GAS,False,True,1.0,2.0,2.0,False,True,False,True,0.0,False,0.0,B,156.0,9052,51.0085529,3.7025586,,GOOD,0.0,NON_FLOOD_ZONE,1297.0,,2.78125,True
32322,11374146,2024-09-30,239.0,55.0,GAS,False,True,1.0,1.0,1.0,True,False,False,True,12.0,False,0.0,E,448.9862068965517,9000,51.0721996,3.7310249,,GOOD,37.0,NON_FLOOD_ZONE,202.0,,4.345454545454546,True
103270,20139042,2024-09-30,2250.0,512.0,GAS,True,True,3.0,4.0,4.0,True,True,False,True,0.0,False,0.0,B,154.1249146757679,9820,50.9524011,3.7310928,2012.0,AS_NEW,4030.0,NON_FLOOD_ZONE,3665.0,12.0,4.39453125,True
41854,20098744,2024-09-30,575.0,149.0,GAS,True,True,2.0,4.0,3.0,False,False,False,True,0.0,True,110.0,A,80.0,9000,51.0263533,3.7318563,,JUST_RENOVATED,193.0,NON_FLOOD_ZONE,1170.0,,3.859060402684564,True
122245,20138678,2024-09-30,564.0,199.0,GAS,True,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,A,47.0,9940,51.122315,3.719063,2020.0,AS_NEW,362.0,NON_FLOOD_ZONE,1029.0,4.0,2.8341708542713566,True
103841,11429584,2024-09-30,1695.0,332.0,GAS,False,True,2.0,4.0,2.0,True,False,False,True,0.0,False,0.0,C,232.0,9000,51.0847144,3.7609149,1994.0,GOOD,3678.0,NON_FLOOD_ZONE,1650.0,30.0,5.105421686746988,True
41758,20024641,2024-09-30,535.0,100.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,True,5.0,False,0.0,A,98.0,9000,51.0546695,3.7325688,1971.0,JUST_RENOVATED,,Unknown,1113.0,53.0,5.35,False
1745,20044298,2024-09-30,335.0,101.0,GAS,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,F,523.0,9000,51.0577415,3.7442982,1964.0,AS_NEW,,NON_FLOOD_ZONE,813.0,60.0,3.3168316831683167,False
128188,20126372,2024-09-30,239.0,43.0,PELLET,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,194.0,9000,51.0314434,3.7229001,,Unknown,56.0,NON_FLOOD_ZONE,670.0,,5.558139534883721,True
41726,20105020,2024-09-30,598.0,235.0,GAS,False,True,1.0,4.0,2.0,True,False,False,True,0.0,False,0.0,D,319.0,9000,51.0584392,3.715568499999999,1854.0,TO_RENOVATE,139.0,NON_FLOOD_ZONE,1205.0,170.0,2.5446808510638297,True
120405,20094638,2024-09-30,895.0,250.0,GAS,True,True,2.0,3.0,3.0,True,False,False,True,0.0,False,0.0,A,99.0,9000,51.05211749999999,3.7403409,,AS_NEW,104.0,NON_FLOOD_ZONE,1647.0,,3.58,True
104036,20035731,2024-09-30,399.0,150.0,GAS,False,True,1.0,4.0,1.0,True,False,False,True,12.0,False,0.0,D,326.0,9000,51.0643022,3.6934076,1930.0,TO_BE_DONE_UP,108.0,NON_FLOOD_ZONE,795.0,94.0,2.66,True
1706,20065927,2024-09-30,650.0,135.0,Unknown,False,False,2.0,2.0,1.0,True,False,False,True,125.0,False,0.0,B,183.0,9000,51.0471033,3.7093844,,AS_NEW,,NON_FLOOD_ZONE,1376.0,,4.814814814814815,False
104113,20102035,2024-09-30,250.0,40.0,Unknown,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,B,189.0,9000,51.06783069999999,3.7290914,,GOOD,,NON_FLOOD_ZONE,780.0,,6.25,False
41666,20076834,2024-09-30,529.0,200.0,GAS,False,True,2.0,4.0,5.0,False,False,False,True,0.0,False,0.0,B,179.0,9000,51.0604072,3.7255986,1850.0,AS_NEW,79.0,Unknown,1102.0,174.0,2.645,True
104141,20021331,2024-09-30,435.0,67.0,GAS,False,True,1.0,1.0,1.0,True,False,False,True,15.0,True,31.0,A,78.0,9000,51.0551702,3.727129999999999,1759.0,GOOD,,NON_FLOOD_ZONE,1056.0,265.0,6.492537313432836,False
122216,20115938,2024-09-30,230.0,117.0,ELECTRIC,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,D,374.0,9040,51.0648269,3.7608428,1979.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,750.0,45.0,1.9658119658119657,False
41642,20073748,2024-09-30,2325.0,471.0,Unknown,True,True,8.0,8.0,8.0,True,False,False,False,0.0,False,0.0,A,67.77248355263157,9000,51.0529686,3.7316511,2025.0,GOOD,471.0,Unknown,3776.0,-1.0,4.936305732484076,True
104181,20139248,2024-09-30,299.0,70.0,GAS,False,False,1.0,2.0,1.0,False,False,False,False,0.0,True,12.0,B,186.0,9000,51.0661226,3.718709099999999,,JUST_RENOVATED,47.0,Unknown,158.0,,4.271428571428571,True
120458,20106570,2024-09-30,350.0,167.0,FUELOIL,False,True,1.0,5.0,1.0,True,False,True,False,0.0,False,0.0,F,707.0,9820,51.015593,3.7583928,1947.0,Unknown,773.0,NON_FLOOD_ZONE,751.0,77.0,2.095808383233533,True
44285,20035957,2024-09-30,325.0,106.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,B,102.0,9000,51.054402,3.7098248,1975.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,1284.0,49.0,3.0660377358490565,False
42021,20073784,2024-09-30,349.0,80.0,GAS,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,B,128.0,9000,51.0701803,3.763858599999999,2015.0,AS_NEW,,NON_FLOOD_ZONE,719.0,9.0,4.3625,False
103305,11410866,2024-09-30,269.0,85.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,0.0,False,0.0,C,204.0,9030,51.0746583,3.6794939,1993.0,GOOD,,Unknown,847.0,31.0,3.164705882352941,False
42730,20125075,2024-09-30,595.0,190.0,Unknown,False,False,1.0,4.0,2.0,True,False,True,False,0.0,False,0.0,B,174.0,9000,51.058566,3.6927671,,GOOD,120.0,NON_FLOOD_ZONE,656.0,,3.1315789473684212,True
42665,20073746,2024-09-30,315.0,45.0,Unknown,True,True,1.0,1.0,1.0,True,False,False,True,0.0,False,0.0,A,67.77248355263157,9000,51.0562903,3.7134375,2025.0,GOOD,,Unknown,877.0,-1.0,7.0,False
103367,11022700,2024-09-30,250.0,85.0,Unknown,False,False,1.0,4.0,1.0,True,True,False,False,0.0,False,0.0,F,816.0,9000,51.0647594,3.7096241,,TO_RENOVATE,0.0,NON_FLOOD_ZONE,237.0,,2.9411764705882355,True
42652,20071011,2024-09-30,349.0,145.0,GAS,True,True,2.0,3.0,2.0,True,True,True,True,0.0,False,0.0,B,187.0,9000,51.0611895,3.700615899999999,,GOOD,75.0,Unknown,507.0,,2.406896551724138,True
107942,20128966,2024-09-30,315.0,85.0,GAS,False,True,1.0,2.0,1.0,True,False,True,True,8.0,False,0.0,B,158.0,9040,51.049641,3.7483974,1966.0,GOOD,,NON_FLOOD_ZONE,798.0,58.0,3.7058823529411766,False
2036,20139129,2024-09-30,357.0,132.0,FUELOIL,False,True,1.0,3.0,1.0,True,True,True,False,0.0,False,0.0,D,361.0,9031,51.0397871,3.6162431,1963.0,GOOD,441.0,NON_FLOOD_ZONE,846.0,61.0,2.7045454545454546,True
32607,11435773,2024-09-30,145.0,33.0,GAS,False,False,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,183.0,9000,51.0533284,3.6994783,,TO_RENOVATE,,NON_FLOOD_ZONE,515.0,,4.393939393939394,False
103415,20139270,2024-09-30,265.0,74.0,FUELOIL,False,True,1.0,2.0,1.0,True,False,True,True,0.0,False,0.0,B,184.0,9940,51.1171601,3.7233592,1969.0,JUST_RENOVATED,,NON_FLOOD_ZONE,802.0,55.0,3.581081081081081,False
1947,11406895,2024-09-30,299.0,145.0,ELECTRIC,False,True,1.0,2.0,1.0,True,False,False,True,4.0,False,0.0,E,480.0,9030,51.0694198,3.6830957,,TO_BE_DONE_UP,50.0,NON_FLOOD_ZONE,759.0,,2.0620689655172413,True
120241,20044227,2024-09-30,180.0,75.0,GAS,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,F,525.0,9000,51.0629887,3.6954797,,Unknown,,NON_FLOOD_ZONE,332.0,,2.4,False
103443,20111842,2024-09-30,235.0,41.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A,67.77248355263157,9000,51.0417541,3.7338305,2013.0,AS_NEW,,Unknown,664.0,11.0,5.7317073170731705,False
103494,20131479,2024-09-30,680.0,200.0,GAS,False,True,2.0,3.0,2.0,True,False,False,False,0.0,False,0.0,B,163.0,9030,51.067152,3.6668835,1961.0,GOOD,766.0,NON_FLOOD_ZONE,1324.0,63.0,3.4,True
120274,20002432,2024-09-30,255.0,93.0,GAS,True,True,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,B,195.0,9032,51.09428090000001,3.7148017,1969.0,Unknown,,NON_FLOOD_ZONE,788.0,55.0,2.7419354838709675,False
32689,20049629,2024-09-30,239.0,66.0,Unknown,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,E,431.0,9032,51.0968548,3.714528099999999,1993.0,GOOD,,NON_FLOOD_ZONE,545.0,31.0,3.621212121212121,False
103544,11427846,2024-09-30,239.0,131.0,GAS,False,True,1.0,4.0,1.0,True,False,True,True,0.0,False,0.0,F,525.0,9050,51.0380273,3.7407722,,TO_RENOVATE,70.0,Unknown,670.0,,1.8244274809160306,True
42125,20135641,2024-09-30,325.0,151.0,Unknown,False,False,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,F,1408.0,9940,51.1695682,3.7161186,,TO_RENOVATE,5842.0,NON_FLOOD_ZONE,798.0,,2.152317880794702,True
103591,20000842,2024-09-30,350.0,124.0,Unknown,False,False,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,E,492.0,9000,51.0962831,3.7172074,1987.0,AS_NEW,379.0,Unknown,830.0,37.0,2.8225806451612905,True
103619,20126608,2024-09-30,305.0,109.0,GAS,False,True,1.0,2.0,2.0,False,True,False,True,0.0,False,0.0,D,316.0,9050,51.0400353,3.7780542,1932.0,Unknown,180.0,NON_FLOOD_ZONE,312.0,92.0,2.7981651376146788,True
120335,11381149,2024-09-30,525.0,95.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,True,17.0,False,0.0,A,67.77248355263157,9000,51.0457211,3.7222949,,GOOD,,NON_FLOOD_ZONE,1190.0,,5.526315789473684,False
2630,20139324,2024-09-30,875.0,148.0,Unknown,False,True,2.0,3.0,1.0,True,False,False,True,35.0,False,0.0,C,263.0,9000,51.0412974,3.720968,,Unknown,,Unknown,1711.0,,5.912162162162162,False
44369,20107779,2024-09-30,459.0,160.0,GAS,False,True,2.0,3.0,2.0,True,False,False,True,10.0,True,1.0,B,197.0,9051,51.019706,3.6752174,2024.0,JUST_RENOVATED,158.0,NON_FLOOD_ZONE,998.0,0.0,2.86875,True
44378,20139076,2024-09-30,415.0,130.0,GAS,False,True,1.0,3.0,2.0,True,True,False,True,12.0,True,195.0,C,235.0,9050,51.0243602,3.7552409,1998.0,Unknown,195.0,NON_FLOOD_ZONE,845.0,26.0,3.1923076923076925,True
30586,20132816,2024-09-30,399.0,131.0,GAS,False,True,1.0,2.0,2.0,True,False,False,True,25.0,True,560.0,C,297.0,9041,51.0955237,3.7582582,1931.0,JUST_RENOVATED,680.0,NON_FLOOD_ZONE,567.0,93.0,3.045801526717557,True
119531,11350483,2024-09-30,220.0,68.0,GAS,False,True,1.0,1.0,1.0,True,False,False,True,0.0,False,0.0,F,580.0,9040,51.0586256,3.7443439,1968.0,GOOD,,NON_FLOOD_ZONE,735.0,56.0,3.235294117647059,False
101605,20139087,2024-09-30,330.0,62.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,True,0.0,False,0.0,D,383.0,9000,51.0521096,3.7149742,,GOOD,50.0,NON_FLOOD_ZONE,806.0,,5.32258064516129,True
30662,11482426,2024-09-30,620.0,177.0,GAS,False,True,1.0,1.0,1.0,False,False,False,True,0.0,False,0.0,B,142.0,9000,51.0570359,3.733354,,Unknown,,Unknown,146.0,,3.5028248587570623,False
30769,11339377,2024-09-30,299.0,67.0,Unknown,False,False,1.0,1.0,1.0,True,False,False,True,14.0,False,0.0,A,68.0,9000,51.05097319999999,3.7012871,2019.0,AS_NEW,,NON_FLOOD_ZONE,853.0,5.0,4.462686567164179,False
45613,11455891,2024-09-30,385.0,103.0,GAS,False,False,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,C,223.0,9000,51.039448,3.7346812,1966.0,GOOD,,Unknown,917.0,58.0,3.737864077669903,False
3221,20121773,2024-09-30,530.0,581.0,Unknown,False,False,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,F,559.0,9000,51.067669,3.6861684,,TO_RENOVATE,581.0,Unknown,1103.0,,0.9122203098106713,True
108369,10876986,2024-09-30,310.0,90.0,Unknown,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A,20.0,9051,51.0274241,3.696983,2023.0,Unknown,,NON_FLOOD_ZONE,869.0,1.0,3.4444444444444446,False
101662,20139073,2024-09-30,365.0,110.0,GAS,False,True,1.0,3.0,1.0,True,False,False,True,20.0,True,20.0,B,200.0,9000,51.0336825,3.7116706,,GOOD,66.0,NON_FLOOD_ZONE,577.0,,3.3181818181818183,True
122625,20092104,2024-09-30,249.0,180.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,C,275.0,9000,51.0728646,3.7099286,1910.0,GOOD,65.0,NON_FLOOD_ZONE,561.0,114.0,1.3833333333333333,True
122616,20134845,2024-09-30,398.0,167.0,GAS,True,True,2.0,3.0,2.0,False,False,False,True,0.0,False,0.0,A,78.0,9032,51.0843971,3.7161596,,AS_NEW,81.0,NON_FLOOD_ZONE,907.0,,2.3832335329341316,True
119589,20106577,2024-09-30,376.0,97.0,Unknown,False,False,1.0,2.0,1.0,True,False,True,True,0.0,False,0.0,B,150.0,9000,51.0404243,3.7428553,,JUST_RENOVATED,,NON_FLOOD_ZONE,968.0,,3.8762886597938144,False
30943,20124170,2024-09-30,205.0,131.0,GAS,False,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,F,774.0,9031,51.0525354,3.6620834,1939.0,TO_RENOVATE,94.0,NON_FLOOD_ZONE,332.0,85.0,1.5648854961832062,True
3190,20106363,2024-09-30,124.0,18.0,ELECTRIC,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,C,255.0,9000,51.0527307,3.7329094,1994.0,Unknown,18.0,NON_FLOOD_ZONE,401.0,30.0,6.888888888888889,True
101699,11362698,2024-09-30,349.0,81.0,Unknown,False,False,1.0,2.0,1.0,True,False,True,True,15.0,False,0.0,A,80.0,9000,51.06082019999999,3.693556399999999,2016.0,GOOD,,NON_FLOOD_ZONE,1071.0,8.0,4.308641975308642,False
45400,20128365,2024-09-30,280.0,109.0,GAS,False,True,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,F,1118.0,9940,51.1266174,3.6749586,1970.0,TO_RENOVATE,424.0,NON_FLOOD_ZONE,552.0,54.0,2.5688073394495414,True
101781,20029367,2024-09-30,698.0,95.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,8.0,False,0.0,B,58.0,9000,51.042728,3.7319887,1930.0,GOOD,,NON_FLOOD_ZONE,1447.0,94.0,7.347368421052631,False
45350,20134366,2024-09-30,419.0,118.0,GAS,False,True,1.0,3.0,1.0,False,False,False,True,0.0,False,0.0,B,199.0,9050,51.0324076,3.7453117,,AS_NEW,100.0,NON_FLOOD_ZONE,938.0,,3.5508474576271185,True
101555,20096245,2024-09-30,498.0,210.0,Unknown,False,False,2.0,2.0,3.0,False,False,True,False,0.0,False,0.0,C,209.0,9820,50.970558,3.730702,1960.0,GOOD,1219.0,NON_FLOOD_ZONE,844.0,64.0,2.3714285714285714,True
119619,11416045,2024-09-30,449.0,165.0,Unknown,False,True,1.0,3.0,2.0,True,False,True,True,20.0,True,150.0,C,292.0,9032,51.08578499999999,3.714504,1950.0,AS_NEW,199.0,NON_FLOOD_ZONE,438.0,74.0,2.721212121212121,True
45925,11436953,2024-09-30,395.0,108.0,GAS,False,True,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,B,162.0,9000,51.0422253,3.733129,,AS_NEW,,NON_FLOOD_ZONE,996.0,,3.6574074074074074,False
101018,20126262,2024-09-30,395.0,86.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,14.0,False,0.0,A,47.0,9000,51.0643641,3.7323556,2021.0,AS_NEW,,NON_FLOOD_ZONE,969.0,3.0,4.593023255813954,False
30098,20063707,2024-09-30,289.0,52.0,Unknown,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,D,313.0,9000,51.0568,3.7086905,,JUST_RENOVATED,,NON_FLOOD_ZONE,838.0,,5.5576923076923075,False
101045,20019539,2024-09-30,225.0,41.0,GAS,False,True,1.0,1.0,1.0,True,False,False,True,0.0,False,0.0,D,380.0,9000,51.04144119999999,3.725539,,GOOD,,NON_FLOOD_ZONE,111.0,,5.487804878048781,False
46288,20063580,2024-09-30,175.0,74.0,FUELOIL,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,144.0,9000,51.0698741,3.739694199999999,1966.0,GOOD,,NON_FLOOD_ZONE,614.0,58.0,2.364864864864865,False
127876,20044228,2024-09-30,180.0,75.0,Unknown,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,F,525.0,9000,51.0629887,3.6954797,,Unknown,38.0,NON_FLOOD_ZONE,332.0,,2.4,True
46245,11470583,2024-09-30,275.0,130.0,GAS,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,C,233.0,9040,51.0635611,3.7508489,1977.0,GOOD,,NON_FLOOD_ZONE,817.0,47.0,2.1153846153846154,False
30166,10601901,2024-09-30,260.0,55.0,Unknown,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,A,98.0,9000,51.0539067,3.7178208,2016.0,Unknown,,NON_FLOOD_ZONE,862.0,8.0,4.7272727272727275,False
101263,11364306,2024-09-30,365.0,120.0,Unknown,False,False,2.0,3.0,2.0,False,False,True,False,0.0,True,8.0,C,244.0,9000,51.0569807,3.7142641,1900.0,GOOD,54.0,Unknown,858.0,124.0,3.0416666666666665,True
119403,20021227,2024-09-30,335.0,103.0,GAS,False,True,1.0,3.0,1.0,True,False,True,False,0.0,False,0.0,A,81.0,9000,51.0649283,3.726462,,AS_NEW,,NON_FLOOD_ZONE,891.0,,3.2524271844660193,False
30263,11448308,2024-09-30,299.0,85.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,1.0,False,0.0,B,169.0,9040,51.0639794,3.7520279,1954.0,AS_NEW,,NON_FLOOD_ZONE,853.0,70.0,3.5176470588235293,False
30338,20023211,2024-09-30,2130.0,329.0,GAS,False,True,3.0,4.0,3.0,True,False,False,True,0.0,True,47.0,B,64.0,9000,51.0510196,3.7244516,2022.0,GOOD,,NON_FLOOD_ZONE,3580.0,2.0,6.474164133738602,False
46216,20136604,2024-09-30,525.0,102.0,GAS,False,False,1.0,2.0,1.0,False,False,False,True,22.0,False,0.0,B,152.0,9000,51.0451888,3.7349872,1899.0,AS_NEW,,Unknown,731.0,125.0,5.147058823529412,False
46117,20074705,2024-09-30,135.0,16.0,GAS,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A,92.0,9000,51.044112,3.7361567,2016.0,AS_NEW,,POSSIBLE_FLOOD_ZONE,609.0,8.0,8.4375,False
46044,20063913,2024-09-30,479.0,193.0,GAS,False,True,2.0,4.0,3.0,True,False,False,True,30.0,True,410.0,C,246.0,9041,51.102011,3.7618859,1974.0,JUST_RENOVATED,554.0,NON_FLOOD_ZONE,1027.0,50.0,2.481865284974093,True
108428,20098377,2024-09-30,365.0,156.0,GAS,False,True,1.0,4.0,2.0,True,False,True,False,0.0,True,30.0,C,294.0,9000,51.0755111,3.7105257,1970.0,Unknown,115.0,NON_FLOOD_ZONE,438.0,54.0,2.33974358974359,True
46027,20140019,2024-09-30,242.5,44.0,GAS,False,False,1.0,1.0,1.0,False,False,False,True,0.0,False,0.0,D,397.0,9000,51.0550519,3.7434141,,GOOD,0.0,NON_FLOOD_ZONE,675.0,,5.511363636363637,True
127906,20083210,2024-09-30,402.947,120.0,Unknown,False,True,1.0,3.0,1.0,False,False,False,True,35.0,False,0.0,A,67.77248355263157,9031,51.0372263,3.6188219,2024.0,Unknown,,NON_FLOOD_ZONE,1008.0,0.0,3.3578916666666667,False
3380,11460417,2024-09-30,389.0,200.0,GAS,False,True,1.0,5.0,2.0,True,False,True,True,7.0,False,0.0,B,163.0,9000,51.0537058,3.7450851,,JUST_RENOVATED,75.0,NON_FLOOD_ZONE,411.0,,1.945,True
30970,20127391,2024-09-30,399.0,92.0,Unknown,False,False,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,A,58.0,9000,51.05946549999999,3.6896856,2021.0,GOOD,,NON_FLOOD_ZONE,914.0,3.0,4.336956521739131,False
3071,20002221,2024-09-30,235.0,63.0,Unknown,False,True,1.0,1.0,1.0,False,False,True,True,0.0,False,0.0,D,397.0,9000,51.0280371,3.7118503,1959.0,GOOD,,NON_FLOOD_ZONE,780.0,65.0,3.7301587301587302,False
122520,20069190,2024-09-30,230.0,78.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,B,154.1249146757679,9040,51.0663505,3.7530384,1955.0,GOOD,,NON_FLOOD_ZONE,750.0,69.0,2.948717948717949,False
102460,20139074,2024-09-30,489.0,150.0,GAS,True,True,1.0,4.0,2.0,True,False,False,True,12.0,True,162.0,A,67.77248355263157,9040,51.0646222,3.7518088,2024.0,AS_NEW,162.0,NON_FLOOD_ZONE,1042.0,0.0,3.26,True
119808,20002435,2024-09-30,255.0,93.0,GAS,True,True,1.0,3.0,1.0,False,False,False,True,0.0,False,0.0,B,164.0,9032,51.0942027,3.714694,1969.0,Unknown,,NON_FLOOD_ZONE,788.0,55.0,2.7419354838709675,False
108204,20101078,2024-09-30,545.0,203.0,GAS,False,True,2.0,4.0,3.0,False,False,True,False,0.0,True,25.0,B,134.0,9030,51.0713314,3.6935412,1955.0,JUST_RENOVATED,114.0,NON_FLOOD_ZONE,676.0,69.0,2.684729064039409,True
102566,11441408,2024-09-30,1540.0,463.0,GAS,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,C,219.0,9040,51.0665258,3.7521661,1955.0,GOOD,918.0,NON_FLOOD_ZONE,2712.0,69.0,3.326133909287257,True
44628,20112805,2024-09-30,275.0,83.0,ELECTRIC,False,True,1.0,2.0,1.0,True,False,False,True,4.0,False,0.0,B,161.0,9000,51.0554525,3.692376299999999,2004.0,GOOD,,NON_FLOOD_ZONE,975.0,20.0,3.3132530120481927,False
2924,20082176,2024-09-30,1495.0,465.0,Unknown,False,False,2.0,5.0,3.0,False,False,False,False,0.0,False,0.0,D,352.27910958904107,9000,51.0392758,3.707909,1935.0,Unknown,0.0,NON_FLOOD_ZONE,3207.0,89.0,3.21505376344086,True
31465,11027601,2024-09-30,475.0,140.0,Unknown,False,False,1.0,4.0,2.0,True,False,False,False,0.0,True,10.0,D,352.27910958904107,9000,51.0215289,3.7201031,1950.0,GOOD,134.0,NON_FLOOD_ZONE,855.0,74.0,3.392857142857143,True
44543,20050904,2024-09-30,389.0,150.0,GAS,False,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,F,506.0,9042,51.1443831,3.8167858,,AS_NEW,610.0,NON_FLOOD_ZONE,448.0,,2.5933333333333333,True
108190,20093102,2024-09-30,965.0,312.0,Unknown,False,False,1.0,6.0,3.0,False,False,True,False,0.0,False,0.0,E,429.0,9000,51.0295636,3.7207422,1931.0,GOOD,315.0,Unknown,2126.0,93.0,3.092948717948718,True
119862,20126389,2024-09-30,169.0,30.0,Unknown,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,158.0,9000,51.0670799,3.7291675,,AS_NEW,50.0,NON_FLOOD_ZONE,566.0,,5.633333333333334,True
31606,20084938,2024-09-30,310.0,110.0,Unknown,False,False,1.0,3.0,1.0,False,False,True,True,0.0,False,0.0,C,214.0,9000,51.033583,3.7207843,1967.0,Unknown,,Unknown,869.0,57.0,2.8181818181818183,False
2838,11304943,2024-09-30,210.0,56.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,F,662.0,9040,51.0584436,3.7444368,1968.0,GOOD,,NON_FLOOD_ZONE,599.0,56.0,3.75,False
2763,11381550,2024-09-30,254.0,38.0,Unknown,True,True,1.0,1.0,1.0,True,False,False,True,0.0,False,0.0,A,67.77248355263157,9000,51.04443329999999,3.7416781,2025.0,GOOD,,Unknown,786.0,-1.0,6.684210526315789,False
102637,11099086,2024-09-30,535.0,344.0,GAS,False,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,E,484.0,9050,51.0188461,3.7629299,,Unknown,214.0,NON_FLOOD_ZONE,1482.0,,1.555232558139535,True
2692,11459561,2024-09-30,310.0,92.0,Unknown,False,True,1.0,3.0,1.0,True,False,True,False,0.0,True,3.0,C,251.17550274223035,9050,51.0383427,3.7475694,1964.0,GOOD,,NON_FLOOD_ZONE,887.0,60.0,3.369565217391304,False
102710,20073788,2024-09-30,309.0,125.0,ELECTRIC,False,True,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,F,576.0,9040,51.0689305,3.761518999999999,1961.0,GOOD,244.0,NON_FLOOD_ZONE,666.0,63.0,2.472,True
102727,20106837,2024-09-30,1248.0,280.0,Unknown,False,True,3.0,4.0,3.0,True,True,True,True,0.0,False,0.0,B,198.0,9040,51.0702015,3.790692199999999,2003.0,AS_NEW,1151.0,NON_FLOOD_ZONE,1739.0,21.0,4.457142857142857,True
102340,11410408,2024-09-30,1695.0,332.0,GAS,False,True,2.0,4.0,2.0,True,False,False,True,0.0,False,0.0,C,232.0,9041,51.0847225,3.7609564,1994.0,GOOD,3678.0,NON_FLOOD_ZONE,1650.0,30.0,5.105421686746988,True
31322,11404011,2024-09-30,595.0,231.0,GAS,False,True,4.0,3.0,2.0,False,False,False,True,8.0,True,42.0,B,126.0,9000,51.0374322,3.732389,1918.0,Unknown,116.0,NON_FLOOD_ZONE,1313.0,106.0,2.5757575757575757,True
