,property_id,date_obtained,price,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,property_size,flood_zone_type,cadastral_income,age,price_sq,property_type_HOUSE
88585,11420828,2024-06-30,369.0,67.0,Unknown,True,True,1.0,2.0,1.0,True,False,True,False,0.0,False,0.0,A,67.77248355263157,9000,51.0305075,3.7258145,,Unknown,,Unknown,957.0,,5.507462686567164,False
82017,11017439,2024-06-30,395.0,150.0,Unknown,False,False,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,F,545.0,9000,51.0548935,3.7272333,1783.0,GOOD,28.0,NON_FLOOD_ZONE,436.0,241.0,2.6333333333333333,True
39696,11334419,2024-06-30,790.0,352.0,Unknown,False,True,2.0,5.0,3.0,False,False,False,False,0.0,False,0.0,D,327.0,9000,51.04745639999999,3.725817299999999,,TO_RENOVATE,145.0,NON_FLOOD_ZONE,1491.0,,2.2443181818181817,True
42912,11299571,2024-06-30,379.0,133.0,Unknown,False,True,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,B,148.0,9051,51.01913649999999,3.669668799999999,2008.0,GOOD,,NON_FLOOD_ZONE,972.0,16.0,2.8496240601503757,False
116602,11376927,2024-06-30,435.0,92.0,Unknown,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,150.0,9000,51.0491351,3.733025,1850.0,JUST_RENOVATED,,NON_FLOOD_ZONE,1056.0,174.0,4.728260869565218,False
128505,11136161,2024-06-30,249.0,66.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,2.0,False,0.0,D,328.0,9000,51.0734453,3.712818,1965.0,GOOD,,NON_FLOOD_ZONE,779.0,59.0,3.772727272727273,False
45373,11360199,2024-06-30,489.0,203.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,10.0,True,60.0,C,219.0,9040,51.0667048,3.7524908,1959.0,GOOD,126.0,NON_FLOOD_ZONE,1042.0,65.0,2.4088669950738915,True
25744,11185344,2024-06-30,420.0,169.0,ELECTRIC,False,True,1.0,3.0,2.0,True,True,False,False,0.0,False,0.0,E,453.0,9040,51.0627091,3.7531967,1992.0,Unknown,313.0,NON_FLOOD_ZONE,1001.0,32.0,2.485207100591716,True
77160,11349374,2024-06-30,495.0,191.0,Unknown,False,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,B,125.0,9820,50.970213,3.73277,2007.0,GOOD,449.0,NON_FLOOD_ZONE,1041.0,17.0,2.5916230366492146,True
88291,11313647,2024-06-30,359.0,179.0,FUELOIL,False,True,1.0,2.0,2.0,True,True,False,False,0.0,False,0.0,F,754.0,9820,50.9596314,3.7008731,1874.0,TO_RENOVATE,1114.0,NON_FLOOD_ZONE,413.0,150.0,2.005586592178771,True
106114,11284403,2024-06-30,228.0,70.0,Unknown,False,True,1.0,2.0,1.0,False,False,True,False,0.0,False,0.0,F,523.0,9040,51.0570446,3.7450391,,GOOD,36.0,NON_FLOOD_ZONE,161.0,,3.257142857142857,True
327,11404164,2024-06-30,375.0,105.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A,100.0,9000,51.0692177,3.6937211,2014.0,AS_NEW,,NON_FLOOD_ZONE,966.0,10.0,3.5714285714285716,False
45460,11358753,2024-06-30,295.0,226.0,Unknown,False,False,1.0,3.0,2.0,True,False,False,True,0.0,False,0.0,C,293.0,9000,51.0583756,3.7056603,1930.0,Unknown,0.0,NON_FLOOD_ZONE,1165.0,94.0,1.3053097345132743,True
11833,11417586,2024-06-30,465.0,145.0,GAS,False,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,A,78.0,9000,51.0664031,3.7116298,2018.0,GOOD,,Unknown,1276.0,6.0,3.206896551724138,False
42626,11210555,2024-06-30,895.0,163.0,Unknown,False,True,2.0,2.0,2.0,True,False,False,False,0.0,False,0.0,B,153.0,9000,51.0496817,3.7196691,1954.0,AS_NEW,,NON_FLOOD_ZONE,1623.0,70.0,5.49079754601227,False
5433,11419447,2024-06-30,320.0,132.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,10.0,True,900.0,D,337.0,9940,51.1434518,3.7648653,1968.0,TO_BE_DONE_UP,1113.0,Unknown,808.0,56.0,2.4242424242424243,True
19845,11318267,2024-06-30,795.0,124.0,GAS,False,True,2.0,3.0,1.0,True,False,False,True,0.0,False,0.0,B,157.0,9000,51.049617,3.725158999999999,2010.0,GOOD,,NON_FLOOD_ZONE,1592.0,14.0,6.411290322580645,False
45388,11378166,2024-06-30,585.0,108.0,GAS,False,True,2.0,2.0,2.0,True,False,True,True,12.0,False,0.0,B,143.0,9000,51.047556,3.7217145,1850.0,AS_NEW,,NON_FLOOD_ZONE,1063.0,174.0,5.416666666666667,False
42720,11399067,2024-06-30,495.0,142.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,True,0.0,False,0.0,B,104.0,9000,51.0392986,3.7247545,1969.0,GOOD,,NON_FLOOD_ZONE,1536.0,55.0,3.4859154929577465,False
81910,11286110,2024-06-30,455.0,160.0,GAS,False,True,2.0,4.0,2.0,True,True,False,True,9.0,False,0.0,C,216.0,9000,51.0268339,3.7320977,1930.0,AS_NEW,70.0,NON_FLOOD_ZONE,595.0,94.0,2.84375,True
27691,11403063,2024-06-30,545.0,124.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,6.0,False,0.0,B,183.0,9000,51.0552522,3.727344199999999,,JUST_RENOVATED,,NON_FLOOD_ZONE,1219.0,,4.395161290322581,False
92511,11327427,2024-06-30,95.0,68.0,ELECTRIC,False,True,1.0,1.0,1.0,True,False,False,True,9.0,False,0.0,E,419.0,9051,51.0233853,3.6963796,1995.0,Unknown,,NON_FLOOD_ZONE,981.0,29.0,1.3970588235294117,False
55154,11146429,2024-06-30,998.0,802.0,Unknown,False,False,1.0,4.0,4.0,False,False,False,True,0.0,False,0.0,E,417.0,9820,50.9805134,3.7244099,,Unknown,2576.0,Unknown,1800.0,,1.2443890274314215,True
105939,11133909,2024-06-30,290.0,97.0,ELECTRIC,False,True,1.0,2.0,2.0,True,False,False,False,0.0,False,0.0,C,218.0,9000,51.0262782,3.7105465,1999.0,AS_NEW,,NON_FLOOD_ZONE,1021.0,25.0,2.9896907216494846,False
77577,11332285,2024-06-30,465.0,215.0,GAS,False,True,1.0,3.0,1.0,True,False,True,False,0.0,True,1644.0,F,652.0,9051,51.0239189,3.6801775,1962.0,TO_RENOVATE,1944.0,NON_FLOOD_ZONE,930.0,62.0,2.1627906976744184,True
38177,11362400,2024-06-30,535.0,113.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,11.0,True,71.0,A,67.77248355263157,9000,51.0457366,3.7346383,,JUST_RENOVATED,,NON_FLOOD_ZONE,1204.0,,4.734513274336283,False
31915,11396239,2024-06-30,125.0,18.0,GAS,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,B,198.0,9000,51.0387373,3.7265504,,GOOD,,NON_FLOOD_ZONE,594.0,,6.944444444444445,False
45160,11320443,2024-06-30,315.0,120.0,GAS,False,True,1.0,3.0,2.0,True,False,False,True,6.0,False,0.0,B,154.1249146757679,9040,51.0651608,3.7683497,,GOOD,,NON_FLOOD_ZONE,976.0,,2.625,False
43083,11376894,2024-06-30,1600.0,272.0,GAS,False,False,1.0,4.0,2.0,False,False,True,False,0.0,True,855.0,E,470.0,9000,51.0222267,3.706637,1950.0,TO_RENOVATE,855.0,NON_FLOOD_ZONE,2161.0,74.0,5.882352941176471,True
88979,11424229,2024-06-30,275.0,149.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,C,274.0,9040,51.0672155,3.7486675,1955.0,GOOD,84.0,Unknown,409.0,69.0,1.8456375838926173,True
45137,11288696,2024-06-30,299.0,189.0,GAS,False,True,2.0,4.0,2.0,False,True,True,True,0.0,False,0.0,D,371.0,9050,51.0376939,3.7398262,1890.0,GOOD,100.0,NON_FLOOD_ZONE,488.0,134.0,1.582010582010582,True
77958,11427789,2024-06-30,295.0,90.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,True,0.0,False,0.0,C,237.0,9000,51.04098,3.7345375,1970.0,TO_RENOVATE,,NON_FLOOD_ZONE,1088.0,54.0,3.2777777777777777,False
11518,11217243,2024-06-30,450.0,176.0,GAS,False,True,1.0,4.0,2.0,True,False,True,True,20.0,True,65.0,D,338.0,9000,51.033791,3.7101052,1955.0,GOOD,149.0,Unknown,984.0,69.0,2.5568181818181817,True
91962,11395641,2024-06-30,389.0,129.0,GAS,False,True,1.0,3.0,1.0,True,False,True,True,14.0,False,0.0,C,296.0,9051,51.0248421,3.6985222,1965.0,Unknown,,NON_FLOOD_ZONE,987.0,59.0,3.0155038759689923,False
54157,11361360,2024-06-30,479.0,172.0,GAS,True,True,1.0,4.0,2.0,False,False,False,False,0.0,True,199.0,B,159.0,9030,51.0768988,3.6806145,1934.0,JUST_RENOVATED,291.0,Unknown,1027.0,90.0,2.7848837209302326,True
27634,11314809,2024-06-30,269.0,110.0,Unknown,False,True,1.0,4.0,1.0,True,False,False,True,0.0,False,0.0,E,460.0,9000,51.0720761,3.7063337,,Unknown,79.0,NON_FLOOD_ZONE,307.0,,2.4454545454545453,True
127199,11385988,2024-06-30,499.0,191.0,GAS,False,True,2.0,3.0,2.0,True,False,True,True,69.0,False,0.0,A,86.0,9820,50.9894662,3.7511913,2010.0,AS_NEW,,NON_FLOOD_ZONE,1870.0,14.0,2.612565445026178,False
121300,11293397,2024-06-30,299.999,85.0,GAS,False,True,1.0,2.0,1.0,True,False,True,False,0.0,False,0.0,B,154.1249146757679,9820,50.9935079,3.7469049,1998.0,GOOD,,NON_FLOOD_ZONE,855.0,26.0,3.5294000000000003,False
89010,11408017,2024-06-30,1280.0,225.0,Unknown,True,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,A,19.0,9031,51.03892219999999,3.6780846,,AS_NEW,15278.0,POSSIBLE_FLOOD_ZONE,1686.0,,5.688888888888889,True
88995,11392055,2024-06-30,389.0,108.0,Unknown,False,True,1.0,2.0,1.0,False,True,False,False,0.0,False,0.0,A,67.77248355263157,9940,51.1297344,3.6630073,,GOOD,264.0,NON_FLOOD_ZONE,893.0,,3.6018518518518516,True
25586,11385483,2024-06-30,449.0,151.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,6.0,True,20.0,B,103.0,9000,51.0600172,3.6933492,,JUST_RENOVATED,86.0,NON_FLOOD_ZONE,505.0,,2.9735099337748343,True
45178,11399450,2024-06-30,225.0,78.0,GAS,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,D,390.0,9000,51.07581279999999,3.7074432,1965.0,GOOD,,NON_FLOOD_ZONE,332.0,59.0,2.8846153846153846,False
42982,11351225,2024-06-30,285.0,66.0,Unknown,False,False,1.0,2.0,1.0,False,False,True,False,0.0,False,0.0,B,198.0,9000,51.0495399,3.7144299,,TO_BE_DONE_UP,23.0,NON_FLOOD_ZONE,739.0,,4.318181818181818,True
11613,11372938,2024-06-30,405.0,81.0,GAS,False,True,1.0,2.0,1.0,False,False,True,True,3.0,False,0.0,B,158.0,9000,51.04137979999999,3.7358356,,AS_NEW,,NON_FLOOD_ZONE,855.0,,5.0,False
77688,11414560,2024-06-30,263.0,114.0,Unknown,False,False,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,E,402.0,9000,51.07694129999999,3.712315899999999,,Unknown,0.0,NON_FLOOD_ZONE,706.0,,2.307017543859649,True
120151,11425258,2024-06-30,575.0,314.0,FUELOIL,False,True,1.0,5.0,3.0,True,False,True,True,80.0,True,1100.0,F,813.0,9940,51.1703515,3.6917648,1989.0,GOOD,1320.0,NON_FLOOD_ZONE,1170.0,35.0,1.8312101910828025,True
120167,11422421,2024-06-30,675.0,134.0,GAS,False,True,2.0,2.0,1.0,False,False,False,True,125.0,False,0.0,C,216.0,9000,51.0469872,3.7119954,1969.0,Unknown,,Unknown,1551.0,55.0,5.037313432835821,False
104407,11323058,2024-06-30,385.0,145.0,Unknown,False,False,2.0,4.0,2.0,True,False,False,False,0.0,False,0.0,D,352.27910958904107,9050,51.0442038,3.7466773,,GOOD,70.0,Unknown,708.0,,2.6551724137931036,True
11643,11415225,2024-06-30,850.0,290.0,GAS,False,True,2.0,6.0,3.0,True,False,False,True,0.0,True,163.0,B,197.0,9000,51.0410002,3.711222599999999,1935.0,GOOD,277.0,NON_FLOOD_ZONE,1249.0,89.0,2.9310344827586206,True
107747,11404054,2024-06-30,255.0,132.0,GAS,False,True,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,C,262.0,9940,51.1388355,3.7321279,1961.0,GOOD,50.0,Unknown,470.0,63.0,1.9318181818181819,True
45231,11237324,2024-06-30,350.0,258.0,Unknown,False,False,1.0,4.0,2.0,False,False,True,False,0.0,True,30.0,F,564.0,9000,51.042478,3.7193256,1899.0,Unknown,105.0,NON_FLOOD_ZONE,1209.0,125.0,1.3565891472868217,True
43068,11394323,2024-06-30,448.0,260.0,GAS,False,True,2.0,3.0,2.0,True,False,False,True,0.0,False,0.0,C,243.0,9940,51.1425598,3.6490098,1975.0,Unknown,1027.0,NON_FLOOD_ZONE,904.0,49.0,1.7230769230769232,True
54135,11274734,2024-06-30,275.0,91.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,B,146.0,9031,51.03702920000001,3.617885299999999,2004.0,GOOD,,Unknown,817.0,20.0,3.021978021978022,False
88870,11399449,2024-06-30,225.0,78.0,GAS,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,D,390.0,9032,51.07581279999999,3.7074432,1965.0,GOOD,,NON_FLOOD_ZONE,332.0,59.0,2.8846153846153846,False
88847,11322769,2024-06-30,375.0,93.0,GAS,False,False,1.0,2.0,1.0,False,False,False,True,6.0,False,0.0,B,126.0,9000,51.0538286,3.6909258,2014.0,AS_NEW,,Unknown,993.0,10.0,4.032258064516129,False
43039,11384383,2024-06-30,430.0,200.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,True,0.0,False,0.0,C,285.0,9051,51.02275969999999,3.6925224,1993.0,AS_NEW,,NON_FLOOD_ZONE,1608.0,31.0,2.15,False
59564,11412287,2024-06-30,590.0,506.0,GAS,False,True,1.0,4.0,3.0,True,False,True,False,0.0,True,500.0,D,352.27910958904107,9940,51.1095116,3.7075285,2007.0,TO_BE_DONE_UP,863.0,NON_FLOOD_ZONE,1193.0,17.0,1.1660079051383399,True
43016,11284205,2024-06-30,345.0,105.0,Unknown,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,167.0,9000,51.0186961,3.7660769,1976.0,AS_NEW,,NON_FLOOD_ZONE,806.0,48.0,3.2857142857142856,False
77762,11383659,2024-06-30,549.0,192.0,GAS,False,False,1.0,4.0,1.0,False,False,False,True,17.0,True,17.0,C,218.0,9000,51.0523596,3.7380986,1899.0,AS_NEW,93.0,Unknown,436.0,125.0,2.859375,True
39917,11208157,2024-06-30,440.0,220.0,GAS,False,True,1.0,5.0,1.0,True,False,False,False,0.0,False,0.0,D,395.0,9031,51.03632469999999,3.6233462,1967.0,TO_RENOVATE,841.0,NON_FLOOD_ZONE,1224.0,57.0,2.0,True
42185,11343180,2024-06-30,518.0,128.0,GAS,True,True,2.0,4.0,2.0,True,False,True,True,15.0,False,0.0,A,92.0,9000,51.0333962,3.7314725,1935.0,AS_NEW,76.0,NON_FLOOD_ZONE,304.0,89.0,4.046875,True
83524,11417607,2024-06-30,245.0,92.0,GAS,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,C,276.0,9000,51.0533958,3.7021289,1963.0,GOOD,,NON_FLOOD_ZONE,773.0,61.0,2.6630434782608696,False
55370,11054294,2024-06-30,170.0,103.0,GAS,False,False,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,D,346.0,9000,51.0667108,3.6970729,1950.0,TO_RENOVATE,0.0,NON_FLOOD_ZONE,567.0,74.0,1.6504854368932038,True
92949,11276959,2024-06-30,465.0,109.0,Unknown,False,True,2.0,3.0,1.0,False,False,False,True,18.0,False,0.0,A,67.77248355263157,9031,51.0527305,3.6619794,2024.0,Unknown,,NON_FLOOD_ZONE,1100.0,0.0,4.26605504587156,False
45756,11378730,2024-06-30,410.0,162.0,GAS,False,False,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,F,708.0,9031,51.03447569999999,3.6308006,1957.0,GOOD,491.0,Unknown,1122.0,67.0,2.5308641975308643,True
20049,11351402,2024-06-30,390.0,109.0,GAS,False,True,1.0,2.0,1.0,True,False,True,True,15.0,False,0.0,A,98.0,9000,51.0498013,3.7019492,2012.0,AS_NEW,,NON_FLOOD_ZONE,1213.0,12.0,3.5779816513761467,False
31061,11411153,2024-06-30,275.0,131.0,Unknown,False,False,1.0,2.0,2.0,True,True,True,True,12.0,True,0.0,F,661.0,9040,51.0724869,3.7552141,1961.0,TO_RENOVATE,222.0,Unknown,724.0,63.0,2.099236641221374,True
31050,11408842,2024-06-30,350.0,240.0,GAS,False,True,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,E,487.0,9940,51.1393426,3.7582732,2013.0,TO_RENOVATE,580.0,NON_FLOOD_ZONE,835.0,11.0,1.4583333333333333,True
123516,11376917,2024-06-30,545.0,124.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,7.0,False,0.0,B,183.0,9000,51.0552522,3.727344199999999,,GOOD,,NON_FLOOD_ZONE,1219.0,,4.395161290322581,False
40232,11423642,2024-06-30,317.0,71.0,ELECTRIC,False,True,1.0,2.0,1.0,False,False,False,True,0.0,False,0.0,D,330.0,9000,51.0416543,3.7113109,1933.0,Unknown,,Unknown,827.0,91.0,4.464788732394366,False
76522,11382912,2024-06-30,375.0,106.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,True,10.0,False,0.0,C,289.0,9000,51.0291201,3.7193796,1936.0,AS_NEW,,NON_FLOOD_ZONE,840.0,88.0,3.5377358490566038,False
37703,11428062,2024-06-30,329.0,55.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A,67.77248355263157,9000,51.04443329999999,3.7416781,2025.0,GOOD,,Unknown,898.0,-1.0,5.9818181818181815,False
24564,11375291,2024-06-30,650.0,340.0,GAS,False,True,4.0,7.0,4.0,False,False,True,False,0.0,True,150.0,F,871.0,9000,51.0345697,3.7082842,1960.0,TO_BE_DONE_UP,312.0,NON_FLOOD_ZONE,2151.0,64.0,1.911764705882353,True
45806,11341028,2024-06-30,420.0,205.0,GAS,False,True,1.0,5.0,1.0,True,True,True,False,0.0,False,0.0,E,421.0,9000,51.0559739,3.7384278,1880.0,GOOD,138.0,NON_FLOOD_ZONE,940.0,144.0,2.048780487804878,True
83629,11385246,2024-06-30,445.0,96.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,10.0,False,0.0,A,52.0,9000,51.0094236,3.7008991,2019.0,GOOD,,NON_FLOOD_ZONE,1200.0,5.0,4.635416666666667,False
31020,11170448,2024-06-30,345.0,129.0,Unknown,False,False,1.0,2.0,2.0,True,False,True,True,0.0,True,150.0,F,681.0,9820,51.0149392,3.7623628,,Unknown,240.0,NON_FLOOD_ZONE,828.0,,2.6744186046511627,True
76560,11375545,2024-06-30,295.0,140.0,Unknown,False,False,1.0,3.0,2.0,False,False,False,False,0.0,True,77.0,F,643.0,9032,51.07666039999999,3.7118272,,TO_BE_DONE_UP,147.0,Unknown,754.0,,2.107142857142857,True
31005,11293068,2024-06-30,348.0,95.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,True,35.0,False,0.0,D,364.0,9000,51.0503957,3.7335394,,GOOD,,NON_FLOOD_ZONE,744.0,,3.663157894736842,False
12165,11418737,2024-06-30,319.9,107.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,C,257.0,9032,51.0838468,3.7146436,1933.0,GOOD,108.0,Unknown,299.0,91.0,2.989719626168224,True
20658,11289766,2024-06-30,295.0,84.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,True,6.0,False,0.0,B,157.0,9000,51.0502189,3.7405123,1986.0,GOOD,,Unknown,788.0,38.0,3.511904761904762,False
82836,11256961,2024-06-30,399.0,169.0,FUELOIL,False,False,1.0,3.0,1.0,False,False,True,False,0.0,False,0.0,F,823.0,9820,50.9944108,3.7338984,1963.0,TO_RENOVATE,450.0,NON_FLOOD_ZONE,1135.0,61.0,2.36094674556213,True
11957,11376908,2024-06-30,305.0,80.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A,98.0,9000,51.0267113,3.7203942,1967.0,GOOD,,NON_FLOOD_ZONE,862.0,57.0,3.8125,False
24691,11410277,2024-06-30,235.0,93.0,Unknown,False,False,1.0,1.0,1.0,True,False,True,True,0.0,False,0.0,B,175.0,9000,51.0749207,3.713325,1967.0,TO_RENOVATE,,NON_FLOOD_ZONE,728.0,57.0,2.5268817204301075,False
19943,11286386,2024-06-30,359.0,127.0,Unknown,False,True,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,B,122.0,9051,51.01913649999999,3.669668799999999,2008.0,GOOD,,NON_FLOOD_ZONE,942.0,16.0,2.826771653543307,False
31149,11323084,2024-06-30,210.0,130.0,ELECTRIC,False,False,1.0,2.0,1.0,True,True,True,False,0.0,False,0.0,F,860.0,9041,51.0955683,3.7581424,1930.0,TO_RENOVATE,223.0,NON_FLOOD_ZONE,285.0,94.0,1.6153846153846154,True
77112,10963879,2024-06-30,547.5,231.0,GAS,False,False,2.0,4.0,2.0,False,False,False,False,0.0,False,0.0,C,240.0,9000,51.0419878,3.7065969,1938.0,GOOD,,NON_FLOOD_ZONE,1477.0,86.0,2.3701298701298703,False
77086,11293747,2024-06-30,298.0,182.0,Unknown,False,True,2.0,4.0,2.0,False,False,True,False,0.0,False,0.0,C,275.0,9000,51.0578953,3.7373569,1899.0,GOOD,70.0,NON_FLOOD_ZONE,349.0,125.0,1.6373626373626373,True
88178,11396634,2024-06-30,399.0,96.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,7.0,False,0.0,B,122.0,9000,51.0401515,3.7302119,2011.0,AS_NEW,,NON_FLOOD_ZONE,1138.0,13.0,4.15625,False
26962,11421750,2024-06-30,154.0,34.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,122.0,9000,51.0548486,3.7016983,1971.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,525.0,53.0,4.529411764705882,False
42563,11378594,2024-06-30,199.0,71.0,GAS,False,True,1.0,2.0,1.0,False,False,True,False,0.0,False,0.0,E,428.0,9000,51.0643728,3.7122865,,TO_RENOVATE,25.0,NON_FLOOD_ZONE,203.0,,2.8028169014084505,True
45095,11402534,2024-06-30,388.0,142.0,Unknown,True,True,1.0,3.0,2.0,True,False,False,False,0.0,True,65.0,A,39.0,9940,51.1134565,3.7071982,,AS_NEW,148.0,NON_FLOOD_ZONE,324.0,,2.732394366197183,True
92705,11410412,2024-06-30,349.0,80.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,3.0,True,200.0,B,133.0,9032,51.084056,3.704982,,JUST_RENOVATED,,NON_FLOOD_ZONE,928.0,,4.3625,False
87801,11346670,2024-06-30,385.0,150.0,GAS,True,True,2.0,3.0,1.0,True,True,True,False,0.0,True,28.0,B,154.1249146757679,9000,51.0627883,3.7114455,,GOOD,82.0,NON_FLOOD_ZONE,888.0,,2.566666666666667,True
83235,11420627,2024-06-30,249.0,57.0,ELECTRIC,False,True,1.0,1.0,1.0,False,False,False,True,12.0,False,0.0,C,256.0,9000,51.03878570000001,3.7355622,2003.0,Unknown,,NON_FLOOD_ZONE,831.0,21.0,4.368421052631579,False
19979,11403098,2024-06-30,289.0,149.0,ELECTRIC,False,False,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,F,911.0,9940,51.1770185,3.7740003,1955.0,TO_RENOVATE,0.0,NON_FLOOD_ZONE,745.0,69.0,1.9395973154362416,True
40083,11355849,2024-06-30,1250.0,384.0,Unknown,False,True,4.0,6.0,5.0,True,False,False,False,0.0,True,190.0,C,251.17550274223035,9000,51.037373,3.7103921,,Unknown,310.0,NON_FLOOD_ZONE,2176.0,,3.2552083333333335,True
31081,11305780,2024-06-30,345.0,152.0,Unknown,False,True,1.0,4.0,1.0,False,False,False,False,0.0,False,0.0,F,758.0,9050,51.0415851,3.7431688,,TO_RENOVATE,80.0,NON_FLOOD_ZONE,381.0,,2.2697368421052633,True
60044,11374279,2024-06-30,2095.0,500.0,Unknown,True,True,3.0,7.0,4.0,False,False,False,False,0.0,False,0.0,A,67.77248355263157,9000,51.04579039999999,3.7221948,,GOOD,,NON_FLOOD_ZONE,3527.0,,4.19,False
55274,11410112,2024-06-30,349.0,174.0,GAS,True,True,1.0,4.0,2.0,True,True,False,False,0.0,False,0.0,A,91.0,9032,51.0903492,3.7177603,,GOOD,380.0,Unknown,633.0,,2.0057471264367814,True
25967,11316337,2024-06-30,499.0,120.0,GAS,False,True,1.0,1.0,1.0,True,False,False,True,0.0,False,0.0,B,107.0,9000,51.0487895,3.732865,,JUST_RENOVATED,,NON_FLOOD_ZONE,1151.0,,4.158333333333333,False
83116,11373357,2024-06-30,549.0,236.0,GAS,False,True,1.0,4.0,1.0,True,True,False,True,0.0,False,0.0,B,192.0,9820,50.9899028,3.7544695,1977.0,JUST_RENOVATED,360.0,NON_FLOOD_ZONE,623.0,47.0,2.3262711864406778,True
9350,11374460,2024-06-30,365.0,163.0,GAS,False,True,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,C,270.0,9052,50.99641099999999,3.7064527,1931.0,AS_NEW,180.0,NON_FLOOD_ZONE,332.0,93.0,2.2392638036809815,True
60211,11279414,2024-06-30,349.0,95.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,C,218.0,9000,51.0490808,3.7355456,,AS_NEW,,NON_FLOOD_ZONE,928.0,,3.6736842105263157,False
54627,11376924,2024-06-30,465.0,195.0,Unknown,False,False,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,E,471.0,9000,51.06207080000001,3.7298491,,TO_RENOVATE,139.0,NON_FLOOD_ZONE,314.0,,2.3846153846153846,True
43984,11325992,2024-06-30,205.0,90.0,GAS,False,True,1.0,2.0,1.0,True,False,True,True,4.0,False,0.0,D,340.0,9000,51.06359029999999,3.708156799999999,1962.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,659.0,62.0,2.2777777777777777,False
78832,11417585,2024-06-30,359.0,107.0,GAS,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,A,71.0,9000,51.0692177,3.6937211,2014.0,GOOD,,Unknown,1131.0,10.0,3.3551401869158877,False
6389,11415277,2024-06-30,260.0,103.0,GAS,False,False,1.0,3.0,2.0,False,False,False,True,9.0,False,0.0,C,251.17550274223035,9000,51.0642972,3.6983734,,GOOD,44.0,Unknown,467.0,,2.5242718446601944,True
80081,11338113,2024-06-30,469.0,133.0,Unknown,False,True,2.0,3.0,1.0,True,False,True,False,0.0,False,0.0,C,265.0,9000,51.028391,3.71581,1977.0,Unknown,,NON_FLOOD_ZONE,1802.0,47.0,3.526315789473684,False
27546,11410222,2024-06-30,395.0,108.0,GAS,False,True,1.0,1.0,2.0,False,False,False,False,0.0,False,0.0,B,162.0,9000,51.0422245,3.7331257,,AS_NEW,,NON_FLOOD_ZONE,996.0,,3.6574074074074074,False
